location_type,country,state,location_name,quarter,from_date,to_date,transaction_category,payment_type,transaction_count,transaction_amount,transaction_amount_crores,avg_transaction_value
state,India,Assam,Assam,Q1 2019,01/01/19,28/03/19,Peer-to-peer payments,TOTAL,1976310,7291433301,729.1433301,3689.417804
state,India,Assam,Assam,Q1 2019,01/01/19,28/03/19,Merchant payments,TOTAL,494871,266644645.7,26.66446457,538.8164709
state,India,Assam,Assam,Q1 2019,01/01/19,28/03/19,Financial Services,TOTAL,20162,4612454.113,0.461245411,228.7696713
state,India,Assam,Assam,Q1 2019,01/01/19,28/03/19,Others,TOTAL,48442,39127457.94,3.912745794,807.7176406
state,India,Assam,Assam,Q2 2019,01/04/19,28/06/19,Recharge & bill payments,TOTAL,2512932,539315772.9,53.93157729,214.6161428
state,India,Assam,Assam,Q2 2019,01/04/19,28/06/19,Peer-to-peer payments,TOTAL,2293770,10035232821,1003.523282,4374.995235
state,India,Assam,Assam,Q2 2019,01/04/19,28/06/19,Merchant payments,TOTAL,573646,326844709.6,32.68447096,569.7672599
state,India,Assam,Assam,Q2 2019,01/04/19,28/06/19,Financial Services,TOTAL,13654,4037222.414,0.403722241,295.6805635
state,India,Assam,Assam,Q2 2019,01/04/19,28/06/19,Others,TOTAL,60927,49538663.41,4.953866341,813.0822691
state,India,Assam,Assam,Q3 2019,01/07/19,28/09/19,Peer-to-peer payments,TOTAL,2713539,11835800855,1183.580086,4361.758152
state,India,Assam,Assam,Q3 2019,01/07/19,28/09/19,Recharge & bill payments,TOTAL,2645302,639885372.7,63.98853727,241.8950172
state,India,Assam,Assam,Q3 2019,01/07/19,28/09/19,Merchant payments,TOTAL,513728,421380275.4,42.13802754,820.2400403
state,India,Assam,Assam,Q3 2019,01/07/19,28/09/19,Financial Services,TOTAL,8606,6403456.345,0.640345634,744.0688293
state,India,Assam,Assam,Q3 2019,01/07/19,28/09/19,Others,TOTAL,61396,46973660.74,4.697366074,765.0931777
state,India,Assam,Assam,Q4 2019,01/10/19,28/12/19,Peer-to-peer payments,TOTAL,3222143,14083346879,1408.334688,4370.801321
state,India,Assam,Assam,Q4 2019,01/10/19,28/12/19,Recharge & bill payments,TOTAL,2937800,704118874,70.4118874,239.6755647
state,India,Assam,Assam,Q4 2019,01/10/19,28/12/19,Merchant payments,TOTAL,544053,456318130.1,45.63181301,838.7383767
state,India,Assam,Assam,Q4 2019,01/10/19,28/12/19,Financial Services,TOTAL,9621,3492255.086,0.349225509,362.9825471
state,India,Assam,Assam,Q4 2019,01/10/19,28/12/19,Others,TOTAL,46893,34707757.01,3.470775701,740.1479327
state,India,Assam,Assam,Q1 2020,01/01/20,28/03/20,Peer-to-peer payments,TOTAL,4058740,18977446152,1897.744615,4675.6989
state,India,Assam,Assam,Q1 2020,01/01/20,28/03/20,Recharge & bill payments,TOTAL,3897975,971722606.2,97.17226062,249.2890812
state,India,Assam,Assam,Q1 2020,01/01/20,28/03/20,Merchant payments,TOTAL,792646,675423853,67.5423853,852.1128637
state,India,Assam,Assam,Q1 2020,01/01/20,28/03/20,Financial Services,TOTAL,10173,7054325.508,0.705432551,693.4361061
state,India,Assam,Assam,Q1 2020,01/01/20,28/03/20,Others,TOTAL,49326,36781411.34,3.678141134,745.6799932
state,India,Assam,Assam,Q2 2020,01/04/20,28/06/20,Recharge & bill payments,TOTAL,6045321,1612522829,161.2522829,266.7389918
state,India,Assam,Assam,Q2 2020,01/04/20,28/06/20,Peer-to-peer payments,TOTAL,3648386,17358374071,1735.837407,4757.822794
state,India,Assam,Assam,Q2 2020,01/04/20,28/06/20,Merchant payments,TOTAL,742400,749018053.2,74.90180532,1008.914404
state,India,Assam,Assam,Q2 2020,01/04/20,28/06/20,Financial Services,TOTAL,19814,18130004.69,1.813000469,915.0098258
state,India,Assam,Assam,Q2 2020,01/04/20,28/06/20,Others,TOTAL,49278,28255168.01,2.825516801,573.3830109
state,India,Assam,Assam,Q3 2020,01/07/20,28/09/20,Peer-to-peer payments,TOTAL,5637893,26646565777,2664.656578,4726.334072
state,India,Assam,Assam,Q3 2020,01/07/20,28/09/20,Recharge & bill payments,TOTAL,5292154,1627282416,162.7282416,307.4896188
state,India,Assam,Assam,Q3 2020,01/07/20,28/09/20,Merchant payments,TOTAL,1383230,1492484153,149.2484153,1078.984806
state,India,Assam,Assam,Q3 2020,01/07/20,28/09/20,Financial Services,TOTAL,24954,28452966.03,2.845296603,1140.21664
state,India,Assam,Assam,Q3 2020,01/07/20,28/09/20,Others,TOTAL,59480,36605946.75,3.660594675,615.4328639
state,India,Assam,Assam,Q4 2020,01/10/20,28/12/20,Peer-to-peer payments,TOTAL,7538478,36013292451,3601.329245,4777.263056
state,India,Assam,Assam,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,5383505,1662189124,166.2189124,308.7559358
state,India,Assam,Assam,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,2392184,2466913306,246.6913306,1031.238945
state,India,Assam,Assam,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,29764,32314809.98,3.231480998,1085.701182
state,India,Assam,Assam,Q4 2020,01/10/20,28/12/20,Others,TOTAL,79523,51901628.47,5.190162847,652.6618521
state,India,Assam,Assam,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,9449096,45476079487,4547.607949,4812.743937
state,India,Assam,Assam,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,6494111,2103017762,210.3017762,323.8345882
state,India,Assam,Assam,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,3459132,3657261586,365.7261586,1057.277255
state,India,Assam,Assam,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,34049,41291047.38,4.129104738,1212.694863
state,India,Assam,Assam,Q1 2021,01/01/21,28/03/21,Others,TOTAL,75672,48814663.89,4.881466389,645.0822482
state,India,Assam,Assam,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,11668399,51521387891,5152.138789,4415.463329
state,India,Assam,Assam,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,9058005,2657676415,265.7676415,293.4063754
state,India,Assam,Assam,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,4562669,4914753140,491.475314,1077.166268
state,India,Assam,Assam,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,49671,46106001.5,4.61060015,928.2277687
state,India,Assam,Assam,Q2 2021,01/04/21,28/06/21,Others,TOTAL,94161,52549929.27,5.254992927,558.0859301
state,India,Assam,Assam,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,15617592,64131823895,6413.18239,4106.383615
state,India,Assam,Assam,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,10284267,3248364164,324.8364164,315.8576264
state,India,Assam,Assam,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,7431371,8208706348,820.8706348,1104.601876
state,India,Assam,Assam,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,39479,43889820.5,4.38898205,1111.72574
state,India,Assam,Assam,Q3 2021,01/07/21,28/09/21,Others,TOTAL,131732,67715045.34,6.771504534,514.0364174
state,India,Assam,Assam,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,21393962,86801625127,8680.162513,4057.295471
state,India,Assam,Assam,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,12895755,13378765006,1337.876501,1037.454961
state,India,Assam,Assam,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,11484376,3842004488,384.2004488,334.5418583
state,India,Assam,Assam,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,60724,65456475.83,6.545647583,1077.934191
state,India,Assam,Assam,Q4 2021,01/10/21,28/12/21,Others,TOTAL,185544,97116796.58,9.711679658,523.4165296
state,India,Assam,Assam,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,27156085,1.08855E+11,10885.53523,4008.506835
state,India,Assam,Assam,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,19011883,18833132506,1883.313251,990.5979595
state,India,Assam,Assam,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,12474674,4424035840,442.403584,354.6413991
state,India,Assam,Assam,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,68432,73257991.39,7.325799139,1070.522437
state,India,Assam,Assam,Q1 2022,01/01/22,28/03/22,Others,TOTAL,178812,94659207.47,9.465920747,529.3783833
state,India,Assam,Assam,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,33879530,1.2383E+11,12382.99131,3655.006817
state,India,Assam,Assam,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,28377534,24333260090,2433.326009,857.4832503
state,India,Assam,Assam,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,13858113,4814695680,481.469568,347.427942
state,India,Assam,Assam,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,50785,55549153.74,5.554915374,1093.810254
state,India,Assam,Assam,Q2 2022,01/04/22,28/06/22,Others,TOTAL,168763,77624058.02,7.762405802,459.958984
state,India,Assam,Assam,Q3 2022,01/07/22,28/09/22,Peer-to-peer payments,TOTAL,37000266,1.27265E+11,12726.47039,3439.561863
state,India,Assam,Assam,Q3 2022,01/07/22,28/09/22,Merchant payments,TOTAL,34935460,28789992307,2878.999231,824.0908323
state,India,Assam,Assam,Q3 2022,01/07/22,28/09/22,Recharge & bill payments,TOTAL,13974568,5295136932,529.5136932,378.912388
state,India,Assam,Assam,Q3 2022,01/07/22,28/09/22,Financial Services,TOTAL,65066,62882386.46,6.288238646,966.4400218
state,India,Assam,Assam,Q3 2022,01/07/22,28/09/22,Others,TOTAL,138451,76363577.27,7.636357727,551.5567043
state,India,Assam,Assam,Q4 2022,01/10/22,28/12/22,Peer-to-peer payments,TOTAL,44828832,1.50693E+11,15069.33977,3361.528529
state,India,Assam,Assam,Q4 2022,01/10/22,28/12/22,Merchant payments,TOTAL,43605784,36033810142,3603.381014,826.3539108
state,India,Assam,Assam,Q4 2022,01/10/22,28/12/22,Recharge & bill payments,TOTAL,15344794,5773980885,577.3980885,376.282724
state,India,Assam,Assam,Q4 2022,01/10/22,28/12/22,Financial Services,TOTAL,74414,75960367.92,7.596036792,1020.780605
state,India,Assam,Assam,Q4 2022,01/10/22,28/12/22,Others,TOTAL,127443,76370123.6,7.63701236,599.2492612
state,India,Assam,Assam,Q1 2023,01/01/23,28/03/23,Merchant payments,TOTAL,48987048,39416860194,3941.686019,804.6384055
state,India,Assam,Assam,Q1 2023,01/01/23,28/03/23,Peer-to-peer payments,TOTAL,48461200,1.66509E+11,16650.91537,3435.92717
state,India,Assam,Assam,Q1 2023,01/01/23,28/03/23,Recharge & bill payments,TOTAL,16113464,6266406177,626.6406177,388.8925545
state,India,Assam,Assam,Q1 2023,01/01/23,28/03/23,Financial Services,TOTAL,82270,86978703,8.6978703,1057.234751
state,India,Assam,Assam,Q1 2023,01/01/23,28/03/23,Others,TOTAL,116656,74768264,7.4768264,640.9294335
state,India,Assam,Assam,Q2 2023,01/04/23,28/06/23,Merchant payments,TOTAL,62403711,45515248236,4551.524824,729.3676531
state,India,Assam,Assam,Q2 2023,01/04/23,28/06/23,Peer-to-peer payments,TOTAL,57852989,1.82809E+11,18280.9283,3159.893484
state,India,Assam,Assam,Q2 2023,01/04/23,28/06/23,Recharge & bill payments,TOTAL,17858409,6631355080,663.135508,371.3295557
state,India,Assam,Assam,Q2 2023,01/04/23,28/06/23,Financial Services,TOTAL,81172,84797972,8.4797972,1044.670231
state,India,Assam,Assam,Q2 2023,01/04/23,28/06/23,Others,TOTAL,94672,70104514,7.0104514,740.4989226
state,India,Assam,Assam,Q3 2023,01/07/23,28/09/23,Merchant payments,TOTAL,82126315,51533166362,5153.316636,627.486651
state,India,Assam,Assam,Q3 2023,01/07/23,28/09/23,Peer-to-peer payments,TOTAL,66737077,1.85031E+11,18503.05027,2772.529319
state,India,Assam,Assam,Q3 2023,01/07/23,28/09/23,Recharge & bill payments,TOTAL,18524152,7310558505,731.0558505,394.6501036
state,India,Assam,Assam,Q3 2023,01/07/23,28/09/23,Financial Services,TOTAL,105975,118529318,11.8529318,1118.464902
state,India,Assam,Assam,Q3 2023,01/07/23,28/09/23,Others,TOTAL,81832,65257542,6.5257542,797.4574983
state,India,Assam,Assam,Q4 2023,01/10/23,28/12/23,Merchant payments,TOTAL,95438754,60513904505,6051.390451,634.0600853
state,India,Assam,Assam,Q4 2023,01/10/23,28/12/23,Peer-to-peer payments,TOTAL,79797949,2.16876E+11,21687.59377,2717.813433
state,India,Assam,Assam,Q4 2023,01/10/23,28/12/23,Recharge & bill payments,TOTAL,18323202,8011077428,801.1077428,437.2094696
state,India,Assam,Assam,Q4 2023,01/10/23,28/12/23,Financial Services,TOTAL,119386,142552746,14.2552746,1194.049101
state,India,Assam,Assam,Q4 2023,01/10/23,28/12/23,Others,TOTAL,72866,60164512,6.0164512,825.687042
state,India,Assam,Assam,Q1 2024,01/01/24,28/03/24,Merchant payments,TOTAL,110124616,68499650021,6849.965002,622.0194223
state,India,Assam,Assam,Q1 2024,01/01/24,28/03/24,Peer-to-peer payments,TOTAL,90992228,2.44009E+11,24400.87624,2681.644001
state,India,Assam,Assam,Q1 2024,01/01/24,28/03/24,Recharge & bill payments,TOTAL,20239264,8488075878,848.8075878,419.3865883
state,India,Assam,Assam,Q1 2024,01/01/24,28/03/24,Financial Services,TOTAL,102326,135951454,13.5951454,1328.611047
state,India,Assam,Assam,Q1 2024,01/01/24,28/03/24,Others,TOTAL,66622,51466300,5.14663,772.5120831
state,India,Assam,Assam,Q2 2024,01/04/24,28/06/24,Merchant payments,TOTAL,143699277,78145261323,7814.526132,543.811096
state,India,Assam,Assam,Q2 2024,01/04/24,28/06/24,Peer-to-peer payments,TOTAL,105356010,2.58192E+11,25819.18462,2450.660823
state,India,Assam,Assam,Q2 2024,01/04/24,28/06/24,Recharge & bill payments,TOTAL,22086844,8765311662,876.5311662,396.8566836
state,India,Assam,Assam,Q2 2024,01/04/24,28/06/24,Financial Services,TOTAL,120443,151366643,15.1366643,1256.749193
state,India,Assam,Assam,Q2 2024,01/04/24,28/06/24,Others,TOTAL,64513,54884363,5.4884363,850.7488878
state,India,Assam,Assam,Q3 2024,01/07/24,28/09/24,Merchant payments,TOTAL,161259693,79570459117,7957.045912,493.4305507
state,India,Assam,Assam,Q3 2024,01/07/24,28/09/24,Peer-to-peer payments,TOTAL,112031342,2.44083E+11,24408.25723,2178.698996
state,India,Assam,Assam,Q3 2024,01/07/24,28/09/24,Recharge & bill payments,TOTAL,21850799,9670483722,967.0483722,442.5688837
state,India,Assam,Assam,Q3 2024,01/07/24,28/09/24,Financial Services,TOTAL,131635,175945223,17.5945223,1336.614297
state,India,Assam,Assam,Q3 2024,01/07/24,28/09/24,Others,TOTAL,72122,58848151,5.8848151,815.9528438
state,India,Assam,Assam,Q4 2024,01/10/24,28/12/24,Merchant payments,TOTAL,181752000,90150626448,9015.062645,496.0089927
state,India,Assam,Assam,Q4 2024,01/10/24,28/12/24,Peer-to-peer payments,TOTAL,129207094,2.8232E+11,28232.01957,2185.02086
state,India,Assam,Assam,Q4 2024,01/10/24,28/12/24,Recharge & bill payments,TOTAL,20970477,10067635906,1006.763591,480.0861662
state,India,Assam,Assam,Q4 2024,01/10/24,28/12/24,Financial Services,TOTAL,438162,173496870,17.349687,395.9651225
state,India,Assam,Assam,Q4 2024,01/10/24,28/12/24,Others,TOTAL,73798,74451050,7.445105,1008.849156
state,India,Bihar,Bihar,Q1 2018,01/01/18,28/03/18,Recharge & bill payments,TOTAL,3159922,375559206.8,37.55592068,118.8507839
state,India,Bihar,Bihar,Q1 2018,01/01/18,28/03/18,Peer-to-peer payments,TOTAL,2052089,5295346761,529.5346761,2580.466423
state,India,Bihar,Bihar,Q1 2018,01/01/18,28/03/18,Financial Services,TOTAL,194295,33999413.88,3.399941388,174.9886198
state,India,Bihar,Bihar,Q1 2018,01/01/18,28/03/18,Merchant payments,TOTAL,138885,139827755.7,13.98277557,1006.788031
state,India,Bihar,Bihar,Q1 2018,01/01/18,28/03/18,Others,TOTAL,279111,201025034.2,20.10250342,720.2332913
state,India,Bihar,Bihar,Q2 2018,01/04/18,28/06/18,Recharge & bill payments,TOTAL,4346849,700649777.1,70.06497771,161.185672
state,India,Bihar,Bihar,Q2 2018,01/04/18,28/06/18,Peer-to-peer payments,TOTAL,3447898,12141448845,1214.144885,3521.406041
state,India,Bihar,Bihar,Q2 2018,01/04/18,28/06/18,Merchant payments,TOTAL,311487,318571872.8,31.85718728,1022.745324
state,India,Bihar,Bihar,Q2 2018,01/04/18,28/06/18,Financial Services,TOTAL,267433,45332532.1,4.53325321,169.5098664
state,India,Bihar,Bihar,Q2 2018,01/04/18,28/06/18,Others,TOTAL,258711,300128082.6,30.01280826,1160.090149
state,India,Bihar,Bihar,Q3 2018,01/07/18,28/09/18,Peer-to-peer payments,TOTAL,8893764,18695889188,1869.588919,2102.134618
state,India,Bihar,Bihar,Q3 2018,01/07/18,28/09/18,Recharge & bill payments,TOTAL,4401439,804061398.5,80.40613985,182.6814818
state,India,Bihar,Bihar,Q3 2018,01/07/18,28/09/18,Merchant payments,TOTAL,586862,367608510.7,36.76085107,626.3968543
state,India,Bihar,Bihar,Q3 2018,01/07/18,28/09/18,Financial Services,TOTAL,274510,33276460.45,3.327646045,121.2213051
state,India,Bihar,Bihar,Q3 2018,01/07/18,28/09/18,Others,TOTAL,211229,234968821.3,23.49688213,1112.389025
state,India,Bihar,Bihar,Q4 2018,01/10/18,28/12/18,Peer-to-peer payments,TOTAL,8094296,26224303883,2622.430388,3239.849875
state,India,Bihar,Bihar,Q4 2018,01/10/18,28/12/18,Recharge & bill payments,TOTAL,5469096,986310785,98.6310785,180.3425621
state,India,Bihar,Bihar,Q4 2018,01/10/18,28/12/18,Merchant payments,TOTAL,1680664,848968693.1,84.89686931,505.1388577
state,India,Bihar,Bihar,Q4 2018,01/10/18,28/12/18,Financial Services,TOTAL,237247,36199427.51,3.619942751,152.5811813
state,India,Bihar,Bihar,Q4 2018,01/10/18,28/12/18,Others,TOTAL,251098,302214380.2,30.22143802,1203.571435
state,India,Bihar,Bihar,Q1 2019,01/01/19,28/03/19,Peer-to-peer payments,TOTAL,16807040,38824078062,3882.407806,2309.989032
state,India,Bihar,Bihar,Q1 2019,01/01/19,28/03/19,Recharge & bill payments,TOTAL,7036367,1333688183,133.3688183,189.5421576
state,India,Bihar,Bihar,Q1 2019,01/01/19,28/03/19,Merchant payments,TOTAL,2055267,1024997000,102.4997,498.7171981
state,India,Bihar,Bihar,Q1 2019,01/01/19,28/03/19,Financial Services,TOTAL,204689,28599535.73,2.859953573,139.7218988
state,India,Bihar,Bihar,Q1 2019,01/01/19,28/03/19,Others,TOTAL,252871,291464734.4,29.14647344,1152.622224
state,India,Bihar,Bihar,Q2 2019,01/04/19,28/06/19,Peer-to-peer payments,TOTAL,15837449,58381285241,5838.128524,3686.280868
state,India,Bihar,Bihar,Q2 2019,01/04/19,28/06/19,Recharge & bill payments,TOTAL,9279442,1996804238,199.6804238,215.1858095
state,India,Bihar,Bihar,Q2 2019,01/04/19,28/06/19,Merchant payments,TOTAL,4365465,2308145850,230.814585,528.7285203
state,India,Bihar,Bihar,Q2 2019,01/04/19,28/06/19,Financial Services,TOTAL,129603,63338108.54,6.333810854,488.7086606
state,India,Bihar,Bihar,Q2 2019,01/04/19,28/06/19,Others,TOTAL,348520,382864846.1,38.28648461,1098.544836
state,India,Bihar,Bihar,Q3 2019,01/07/19,28/09/19,Peer-to-peer payments,TOTAL,15446119,61831776093,6183.177609,4003.062264
state,India,Bihar,Bihar,Q3 2019,01/07/19,28/09/19,Recharge & bill payments,TOTAL,9115040,2140566975,214.0566975,234.8390105
state,India,Bihar,Bihar,Q3 2019,01/07/19,28/09/19,Merchant payments,TOTAL,7206001,3413490288,341.3490288,473.7010567
state,India,Bihar,Bihar,Q3 2019,01/07/19,28/09/19,Financial Services,TOTAL,89997,20145460.43,2.014546043,223.8459107
state,India,Bihar,Bihar,Q3 2019,01/07/19,28/09/19,Others,TOTAL,282743,286804437.7,28.68044377,1014.364415
state,India,Bihar,Bihar,Q4 2019,01/10/19,28/12/19,Peer-to-peer payments,TOTAL,26337842,86340631422,8634.063142,3278.196878
state,India,Bihar,Bihar,Q4 2019,01/10/19,28/12/19,Recharge & bill payments,TOTAL,11358597,2649616530,264.961653,233.2697013
state,India,Bihar,Bihar,Q4 2019,01/10/19,28/12/19,Merchant payments,TOTAL,5519582,4177574379,417.7574379,756.864266
state,India,Bihar,Bihar,Q4 2019,01/10/19,28/12/19,Financial Services,TOTAL,100192,18815964.76,1.881596476,187.7990734
state,India,Bihar,Bihar,Q4 2019,01/10/19,28/12/19,Others,TOTAL,214101,126788281.9,12.67882819,592.189116
state,India,Bihar,Bihar,Q1 2020,01/01/20,28/03/20,Peer-to-peer payments,TOTAL,23163922,99873688133,9987.368813,4311.605268
state,India,Bihar,Bihar,Q1 2020,01/01/20,28/03/20,Recharge & bill payments,TOTAL,13837430,3680590625,368.0590625,265.9880213
state,India,Bihar,Bihar,Q1 2020,01/01/20,28/03/20,Merchant payments,TOTAL,7822567,5562692117,556.2692117,711.1082739
state,India,Bihar,Bihar,Q1 2020,01/01/20,28/03/20,Financial Services,TOTAL,57233,23954789.41,2.395478941,418.5485543
state,India,Bihar,Bihar,Q1 2020,01/01/20,28/03/20,Others,TOTAL,200663,115927863.5,11.59278635,577.7241617
state,India,Bihar,Bihar,Q2 2020,01/04/20,28/06/20,Peer-to-peer payments,TOTAL,26572651,1.16244E+11,11624.43689,4374.586824
state,India,Bihar,Bihar,Q2 2020,01/04/20,28/06/20,Recharge & bill payments,TOTAL,19522564,5642294772,564.2294772,289.0140236
state,India,Bihar,Bihar,Q2 2020,01/04/20,28/06/20,Merchant payments,TOTAL,7011681,6760404422,676.0404422,964.1631474
state,India,Bihar,Bihar,Q2 2020,01/04/20,28/06/20,Financial Services,TOTAL,73119,54077813.26,5.407781326,739.5863354
state,India,Bihar,Bihar,Q2 2020,01/04/20,28/06/20,Others,TOTAL,206727,105377680.2,10.53776802,509.7431887
state,India,Bihar,Bihar,Q3 2020,01/07/20,28/09/20,Peer-to-peer payments,TOTAL,37294332,1.53665E+11,15366.46838,4120.322728
state,India,Bihar,Bihar,Q3 2020,01/07/20,28/09/20,Recharge & bill payments,TOTAL,19027978,6313780617,631.3780617,331.8156357
state,India,Bihar,Bihar,Q3 2020,01/07/20,28/09/20,Merchant payments,TOTAL,14777337,13111735855,1311.173586,887.2867862
state,India,Bihar,Bihar,Q3 2020,01/07/20,28/09/20,Financial Services,TOTAL,104135,81355476.16,8.135547616,781.2500712
state,India,Bihar,Bihar,Q3 2020,01/07/20,28/09/20,Others,TOTAL,299966,157309412.5,15.73094125,524.424143
state,India,Bihar,Bihar,Q4 2020,01/10/20,28/12/20,Peer-to-peer payments,TOTAL,49432098,2.08485E+11,20848.45579,4217.594768
state,India,Bihar,Bihar,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,26750991,23185594534,2318.559453,866.7190884
state,India,Bihar,Bihar,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,19908687,6926960997,692.6960997,347.9366066
state,India,Bihar,Bihar,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,119416,100785736,10.0785736,843.9885443
state,India,Bihar,Bihar,Q4 2020,01/10/20,28/12/20,Others,TOTAL,380481,207713978,20.7713978,545.9247059
state,India,Bihar,Bihar,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,58566582,2.42013E+11,24201.33124,4132.276532
state,India,Bihar,Bihar,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,33959313,30171144593,3017.114459,888.4497926
state,India,Bihar,Bihar,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,21974086,8505455545,850.5455545,387.0675461
state,India,Bihar,Bihar,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,124277,112949858.3,11.29498583,908.8556873
state,India,Bihar,Bihar,Q1 2021,01/01/21,28/03/21,Others,TOTAL,308219,170787342.8,17.07873428,554.1103658
state,India,Bihar,Bihar,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,78694099,3.19759E+11,31975.86833,4063.312082
state,India,Bihar,Bihar,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,44686786,43458914640,4345.891464,972.5227194
state,India,Bihar,Bihar,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,31646149,11030849714,1103.084971,348.5684692
state,India,Bihar,Bihar,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,149791,116086345.9,11.60863459,774.9887905
state,India,Bihar,Bihar,Q2 2021,01/04/21,28/06/21,Others,TOTAL,426797,215721223.2,21.57212232,505.4422202
state,India,Bihar,Bihar,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,92785704,3.31514E+11,33151.41028,3572.900657
state,India,Bihar,Bihar,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,64094961,53849745605,5384.97456,840.155681
state,India,Bihar,Bihar,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,30081746,11327303470,1132.730347,376.5507318
state,India,Bihar,Bihar,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,135748,130349071.6,13.03490716,960.2283026
state,India,Bihar,Bihar,Q3 2021,01/07/21,28/09/21,Others,TOTAL,572954,241260025.5,24.12600255,421.0809691
state,India,Bihar,Bihar,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,117340712,4.23665E+11,42366.5098,3610.555031
state,India,Bihar,Bihar,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,95992559,81729122296,8172.91223,851.4110171
state,India,Bihar,Bihar,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,30824177,13438634948,1343.863495,435.9770886
state,India,Bihar,Bihar,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,186298,173358268.8,17.33582688,930.5428336
state,India,Bihar,Bihar,Q4 2021,01/10/21,28/12/21,Others,TOTAL,783199,365400541.9,36.54005419,466.5487851
state,India,Bihar,Bihar,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,138085265,5.00025E+11,50002.48065,3621.130803
state,India,Bihar,Bihar,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,114892163,95507710276,9550.771028,831.2813318
state,India,Bihar,Bihar,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,30545266,15431605247,1543.160525,505.2044807
state,India,Bihar,Bihar,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,169722,148088975.2,14.80889752,872.538476
state,India,Bihar,Bihar,Q1 2022,01/01/22,28/03/22,Others,TOTAL,698018,299484690.3,29.94846903,429.0500966
state,India,Bihar,Bihar,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,164119431,6.10449E+11,61044.86107,3719.538917
state,India,Bihar,Bihar,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,158289353,1.26423E+11,12642.34306,798.6856235
state,India,Bihar,Bihar,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,36950622,17225668602,1722.56686,466.180748
state,India,Bihar,Bihar,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,124199,116203820.9,11.62038209,935.6260591
state,India,Bihar,Bihar,Q2 2022,01/04/22,28/06/22,Others,TOTAL,661424,247541289.1,24.75412891,374.2550756
state,India,Bihar,Bihar,Q3 2022,01/07/22,28/09/22,Merchant payments,TOTAL,198273336,1.37874E+11,13787.36156,695.3714423
